some_id,name,alternative_names,latitude,longitude,iso_alpha_2,region_id,population
4083697,Pinson,"Hagoods Crossroads,Mount Pinson,Mount Pinson Station,Pinson,Wymond,bynswn,pan song,pinasana,pynsan  alabama,Пинсон,Пінсон,بينسون,پینسان، آلاباما,पिनसन,潘松",33.68899,-86.68332,US,AL,7438
4083846,Pleasant Grove,"Earle,Frog Pond,Pleasant Grove,Plezant Grouv,Plezent-Grov,blyznt ghrwf,plijenta grobha,plyznt grww  alabama,pu lai sen te ge luo fu,Плезант Гроув,Плезент-Ґров,بليزنت غروف,پلیزنت گروو، آلاباما,پلێزنت گرۆڤ، ئەلاباما,प्लिजेन्ट ग्रोभ,普莱森特格罗夫",33.49094,-86.97027,US,AL,10260
4084796,Prattville,"Prattvill,Pratvil,bratfyl,prtwyl  alabama,pryatabhila,pu la te wei er,Пратвил,Праттвілл,براتفيل,پرتویل، آلاباما,پرەتڤیل، ئەلاباما,प्र्याटभिल,普拉特维尔",32.46402,-86.4597,US,AL,35420
4084888,Prichard,"Prichard,Prichard Station,brytshard,pricarda,prychard  alabama,pu li cha de,Причард,Прічард,بريتشارد,پریچارد، آلاباما,پریچارد، ئەلاباما,प्रिचार्ड,普里查德",30.7388,-88.07889,US,AL,22351
4085336,Rainbow City,"Coosa Bend,Kota Rainbow,Morgans Crossroads,Rainbow City,Rejnbou Siti,Rejnbov-Siti,cai hong shi,renbo siti,rynbw syty,rynbw syty  alabama,Рейнбов-Сіті,Рејнбоу Сити,رينبو سيتي,رینبو سیتی، آلاباما,ڕەینبۆ سیتی، ئەلاباما,रेन्बो सिटी,彩虹市",33.95482,-86.04192,US,AL,9580
4085373,Rainsville,"Rejnsvil,Rejnsvill,rensabhila,rui si wei er,rynsfyl,rynzwyl  alabama,Рейнсвілл,Рејнсвил,رينسفيل,رینزویل، آلاباما,ڕەینسڤیل، ئەلاباما,रेन्सभिल,瑞斯维尔",34.49425,-85.84775,US,AL,5031
4086285,Roanoke,"Chulafinnee,High Pine,Roanok,Roanoke,Roanouk,lo-eonokeu,luo a nuo ke,royanoka,rwanwk  alabama,rwnwk,Роанок,Роаноук,روآنوک، آلاباما,رونوك,ڕوانۆک، ئەلاباما,रोयानोक,罗阿诺克,로어노크",33.15123,-85.37217,US,AL,6005
4086363,Robertsdale,"Robertsdale,Robertsdejl,Silver Hill,luo bo ci dai er,robartsadela,rwbrtsdyl,Робертсдейл,Робертсдејл,روبرتسديل,रोबर्ट्सडेल,罗伯茨代尔",30.5538,-87.71193,US,AL,5894
4087313,Russellville,"Raselvil,Rassellvill,Ruselvil,la sai er wei er,leoselbil,raselabhila,raslfyl,raslwyl  alabama,Раселвил,Расселлвілл,Ръселвил,راسلفيل,راسلویل، آلاباما,ڕەسلڤیل، ئەلاباما,रसेलभिल,拉塞尔维尔,러셀빌",34.50787,-87.72864,US,AL,9847
4088146,Saks,,33.69871,-85.83969,US,AL,10744
4088628,Saraland,"Alvarez Station,Cleveland,Cleveland Station,Saraland,Saralend,sa la lan,saraland,saralyanda,Сараланд,Сараленд,سارالاند,साराल्यान्ड,萨拉兰",30.82074,-88.07056,US,AL,13906
4088737,Satsuma,"Sacuma,Satsuma,sa mo,satsuma,satswma,Сатсума,Сацума,ساتسوما,सात्सुमा,萨摩",30.85324,-88.05611,US,AL,6182
4088916,Scottsboro,"Sage Town,Scotts Mill,Scottsboro,Scottsborough,Scottsville,Skotsboro,Skottsboro,askatsbra  alabama,si ke ci bo luo,skatasbaro,skwtsbwrw,Скотсборо,Скоттсборо,اسکاتسبرا، آلاباما,سكوتسبورو,سکۆتسبۆرۆ، ئەلاباما,स्कटस्बरो,斯科茨博罗",34.67231,-86.03415,US,AL,14722
4089114,Selma,"Ecor de Bienville,High Soapstone Bluff,Moores Bluff,Piachee,Piachi,SEM,SES,Sel'ma,Selma,sai er ma,selma,seruma,slma,slma  alabama,Селма,Сельма,سلما,سلما، آلاباما,سێلما، ئەلاباما,सेल्मा,セルマ,塞尔玛,셀마",32.40736,-87.0211,US,AL,19519
4089536,Sheffield,"Sheffield,Sheffild,Shefild,York Bluff,sephaphilda,shfyld,shfyld  alabama,xie fei er de,Шефилд,Шеффилд,Шеффілд,شفيلد,شفیلد، آلاباما,شێفیلد، ئەلاباما,शेफफिल्ड,谢菲尔德",34.76509,-87.69864,US,AL,9108
4090684,Smiths Station,Smiths,32.54014,-85.09855,US,AL,5300
4091058,Southside,"Smoke Neck,Southside",33.92454,-86.02247,US,AL,8572
4091136,Spanish Fort,"Spanish Fort,Spejnish-Fort,aspnysh fwrt  alabama,sbanysh fwrt,spyanisa pharta,xi ban ya bao,Спаниш Форт,Спейніш-Форт,اسپنیش فورت، آلاباما,سبانيش فورت,سپەنیش فۆرت، ئەلاباما,स्प्यानिश फर्ट,西班牙堡",30.67491,-87.91527,US,AL,8065
4092671,Sylacauga,"Chalakagay,Clevelands Store,Cuillicoga,Cyllacogga,Marble City,Scille Coggy,Silakoga,Sillacogga,Suellocauga,Suillacouge,Suyllecogga,Sylacauga,Sylacogga,Syllacauga,Syllacogy,shirakoga,silakauga,silleokoga,sylakawgha,sylakwga  alabama,xi la ke jia,Силакога,Силакоґа,سيلاكاوغا,سیلاکوگا، آلاباما,سیلاکۆگا، ئەلاباما,सीलाकौगा,シラコーガ,锡拉科加,실러코가",33.17317,-86.25164,US,AL,12657
4092788,Talladega,"ASN,Bride of the Mountain,Highland City,Taladega,Taladiga,Talatekah,Talladega,Talladegee,Talladiga,Talladigger,Teledega,Telladega,Tulladega,ta la di jia,taelleodiga,taladega,taladiga,taladygha,Таладига,Талладіґа,تالاديغا,टालाडेगा,ടാലദീഗ,塔拉迪加,탤러디가",33.43594,-86.1058,US,AL,15709
4092970,Tarrant,"Tarant,Tarrant,Tarrant City,Tarrent,ta lan te,tarant  alabama,tarnt,tarryanta,Тарант,Таррент,تارانت، آلاباما,تارنت,टर्र्यान्ट,塔兰特",33.58344,-86.77277,US,AL,6210
4093399,Theodore,"Fowl River Station,Theodore",30.54769,-88.17528,US,AL,6130
4093753,Tillmans Corner,"Three Notches,Tillmans Corner",30.59019,-88.17084,US,AL,17398
