iso_code,name
BR-01,Acre
BR-24,Rondonia
BS-35,San Salvador
BS-18,Ragged Island
BS-32,Berry Islands
BS-23,New Providence
BS-16,Mayaguana
BS-15,Long Island
BS-13,Inagua
BS-22,Harbour Island
BS-25,Freeport
BS-10,Exuma
BS-06,Cat Island
BS-05,Bimini
BS-24,Acklins
BS-36,Black Point
BS-37,Central Abaco
BS-38,Central Andros
BS-39,Central Eleuthera
BS-40,Crooked Island and Long Cay
BS-41,East Grand Bahama
BS-42,Grand Cay
BS-43,Hope Town
BS-44,Mangrove Cay
BS-45,Moore's Island
BS-46,North Abaco
BS-47,North Andros
BS-48,North Eleuthera
BS-49,Rum Cay
BS-50,South Abaco
BS-51,South Andros
BS-52,South Eleuthera
BS-53,Spanish Wells
BS-54,West Grand Bahama
BT-05,Bumthang
BT-06,Chukha
BT-08,Dagana
BT-07,Chirang
BT-09,Geylegphug
BT-10,Haa
BT-11,Lhuntse
BT-12,Mongar
BT-13,Paro
BT-14,Pemagatshel
BT-15,Punakha
BT-16,Samchi
BT-17,Samdrup Jongkhar
BT-18,Shemgang
BT-19,Tashigang
BT-20,Thimphu
BT-21,Tongsa
BT-22,Wangdi Phodrang
BT-23,Gasa
BT-24,Trashi Yangste
BW-10,Ngwaketsi
BW-09,South-East
BW-08,North-East
BW-11,North-West
BW-06,Kweneng
BW-05,Kgatleng
BW-04,Kgalagadi
BW-03,Ghanzi
BW-01,Central
BY-07,Vitebsk
BY-06,Mogilev
BY-05,Minsk
BY-04,Minsk City
BY-03,Grodnenskaya
BY-02,Gomel
BY-01,Brest
BZ-06,Toledo
BZ-05,Stann Creek
BZ-04,Orange Walk
BZ-03,Corozal
BZ-02,Cayo
BZ-01,Belize
CA-01,Alberta
CA-02,British Columbia
CA-03,Manitoba
CA-04,New Brunswick
CA-13,Northwest Territories
CA-07,Nova Scotia
CA-14,Nunavut
CA-08,Ontario
CA-09,Prince Edward Island
CA-10,Quebec
CA-11,Saskatchewan
CA-12,Yukon
CA-05,Newfoundland and Labrador
CD-31,Tshuapa
CD-30,Tshopo
CD-29,Tanganika
CD-12,South Kivu
CD-27,Sankuru
CD-11,Nord Kivu
CD-25,Mongala
CD-10,Maniema
CD-23,Kasai-Central
CD-04,Kasai-Oriental
CD-18,Kasai
CD-17,Ituri
CD-16,Haut Uele
CD-15,Haut-Lomani
CD-02,Equateur
CD-13,Bas Uele
CD-22,Lualaba
CD-24,Mai Ndombe
CD-20,Kwilu
CD-19,Kwango
CD-06,Kinshasa
CD-08,Bas-Congo
CD-14,Haut-Katanga
CD-21,Lomami
CD-26,Nord-Ubangi
CD-28,Sud-Ubangi
CF-14,Vakaga
CF-11,Ouaka
CF-08,Mbomou
CF-05,Haut-Mbomou
CF-03,Haute-Kotto
CF-02,Basse-Kotto
CF-01,Bamingui-Bangoran
CF-16,Sangha-Mbaere
CF-13,Ouham-Pende
CF-12,Ouham
CF-17,Ombella-M'Poko
CF-09,Nana-Mambere
CF-07,Lobaye
CF-06,Kemo
CF-04,Mambere-Kadei
CF-15,Nana-Grebizi
CF-18,Bangui
CG-10,Sangha
CG-11,Pool
CG-08,Plateaux
CG-07,Niari
CG-06,Likouala
CG-05,Lekoumou
CG-04,Kouilou
CG-13,Cuvette
CG-01,Bouenza
CG-12,Brazzaville
CG-14,Cuvette-Ouest
CG-7280295,Pointe-Noire
CH-ZH,Zurich
CH-ZG,Zug
CH-VD,Vaud
CH-VS,Valais
CH-UR,Uri
CH-TI,Ticino
CH-TG,Thurgau
CH-SO,Solothurn
CH-SZ,Schwyz
CH-SH,Schaffhausen
CH-SG,Saint Gallen
CH-OW,Obwalden
CH-NW,Nidwalden
CH-NE,Neuchatel
CH-LU,Lucerne
CH-JU,Jura
CH-GR,Grisons
CH-GL,Glarus
CH-GE,Geneva
CH-FR,Fribourg
CH-BE,Bern
CH-BS,Basel-City
CH-BL,Basel-Landschaft
CH-AR,Appenzell Ausserrhoden
CH-AI,Appenzell Innerrhoden
CH-AG,Aargau
CI-98,Yamoussoukro Autonomous District
CI-76,Bas-Sassandra
CI-94,Comoe
CI-77,Denguele
CI-95,Goh-Djiboua
CI-81,Lacs
CI-82,Lagunes
CI-78,Montagnes
CI-96,Sassandra-Marahoue
CI-87,Savanes
CI-90,Vallee du Bandama
CI-97,Woroba
CI-92,Zanzan
CI-93,Abidjan
CL-01,Valparaiso
CL-15,Tarapaca
CL-12,Santiago Metropolitan
CL-11,Maule
CL-14,Los Lagos
CL-08,O'Higgins
CL-07,Coquimbo
CL-06,Biobio
CL-05,Atacama
CL-04,Araucania
CL-03,Antofagasta
CL-02,Aisen
CL-10,Magallanes
CL-16,Arica y Parinacota
CL-17,Los Rios
CM-09,South-West
CM-14,South
CM-08,West
CM-07,North-West
CM-13,North
CM-05,Littoral
CM-12,Far North
CM-04,East
CM-11,Centre
CM-10,Adamaoua
CN-14,Tibet
CN-06,Qinghai
CN-13,Xinjiang
CN-02,Zhejiang
CN-29,Yunnan
CN-28,Tianjin
CN-32,Sichuan
CN-24,Shanxi
CN-23,Shanghai
CN-25,Shandong
CN-26,Shaanxi
CN-21,Ningsia Hui Autonomous Region
CN-03,Jiangxi
CN-04,Jiangsu
CN-11,Hunan
CN-12,Hubei
CN-09,Henan
CN-10,Hebei
CN-31,Hainan
CN-18,Guizhou
CN-16,Guangxi
CN-30,Guangdong
CN-15,Gansu
CN-07,Fujian
CN-33,Chongqing
CN-01,Anhui
CN-20,Inner Mongolia
CN-19,Liaoning
CN-05,Jilin
CN-08,Heilongjiang
CN-22,Beijing
CO-31,Vichada
CO-30,Vaupes
CO-29,Valle del Cauca
CO-28,Tolima
CO-27,Sucre
CO-26,Santander
CO-25,San Andres y Providencia
CO-24,Risaralda
CO-23,Quindio
CO-22,Putumayo
CO-21,Norte de Santander
CO-20,Narino
CO-19,Meta
CO-38,Magdalena
CO-17,La Guajira
CO-16,Huila
CO-14,Guaviare
CO-15,Guainia
CO-33,Cundinamarca
CO-12,Cordoba
CO-11,Choco
CO-10,Cesar
CO-09,Cauca
CO-32,Casanare
CO-08,Caqueta
CO-37,Caldas
CO-36,Boyaca
CO-35,Bolivar
CO-34,Bogota D.C.
CO-04,Atlantico
CO-03,Arauca
CO-02,Antioquia
CO-01,Amazonas
CR-08,San Jose
CR-07,Puntarenas
CR-06,Limon
CR-04,Heredia
CR-03,Guanacaste
CR-02,Cartago
CR-01,Alajuela
CU-16,Villa Clara
CU-15,Santiago de Cuba
CU-14,Sancti Spiritus
CU-01,Pinar del Rio
CU-03,Matanzas
CU-13,Las Tunas
CU-04,Isla de la Juventud
CU-12,Holguin
CU-10,Guantanamo
CU-09,Granma
CU-02,La Habana
CU-08,Cienfuegos
CU-07,Ciego de Avila
CU-05,Camaguey
CU-AR,Artemisa
CU-MA,Mayabeque
CV-20,Tarrafal
CV-11,Sao Vicente
CV-15,Santa Catarina
CV-08,Sal
CV-07,Ribeira Grande
CV-14,Praia
CV-05,Paul
CV-04,Maio
CV-02,Brava
CV-01,Boa Vista
CV-13,Mosteiros
CV-16,Santa Cruz
CV-17,Sao Domingos
CV-18,Sao Filipe
CV-19,Sao Miguel
CV-21,Porto Novo
CV-22,Ribeira Brava
CV-24,Santa Catarina do Fogo
CV-26,Sao Salvador do Mundo
CV-27,Tarrafal de Sao Nicolau
CV-25,Sao Lourenco dos Orgaos
CV-23,Ribeira Grande de Santiago
CY-06,Pafos
CY-04,Nicosia
CY-05,Limassol
CY-03,Larnaka
CY-02,Keryneia
CY-01,Ammochostos
CZ-52,Praha
CZ-78,South Moravian
CZ-79,Jihocesky
CZ-80,Vysocina
CZ-81,Karlovarsky
CZ-82,Kralovehradecky
CZ-83,Liberecky
CZ-84,Olomoucky
CZ-85,Moravskoslezsky
CZ-86,Pardubicky
CZ-87,Plzensky
CZ-88,Central Bohemia
CZ-89,Ustecky
CZ-90,Zlin
DE-15,Thuringia
DE-10,Schleswig-Holstein
DE-14,Saxony-Anhalt
DE-13,Saxony
DE-09,Saarland
DE-08,Rheinland-Pfalz
DE-07,North Rhine-Westphalia
DE-06,Lower Saxony
DE-12,Mecklenburg-Vorpommern
DE-05,Hesse
DE-04,Hamburg
DE-03,Bremen
DE-11,Brandenburg
DE-16,Berlin
DE-02,Bavaria
DE-01,Baden-Wuerttemberg
DJ-05,Tadjourah
DJ-04,Obock
DJ-07,Djibouti
DJ-06,Dikhil
DJ-01,Ali Sabieh
DJ-08,Arta
DK-17,Capital Region
DK-18,Central Jutland
DK-19,North Denmark
DK-20,Zealand
DK-21,South Denmark
DM-11,Saint Peter
DM-10,Saint Paul
DM-09,Saint Patrick
DM-08,Saint Mark
DM-07,Saint Luke
DM-06,Saint Joseph
DM-05,Saint John
DM-04,Saint George
DM-03,Saint David
DM-02,Saint Andrew
DO-27,Valverde
DO-26,Santiago Rodriguez
DO-25,Santiago
DO-24,San Pedro de Macoris
DO-23,San Juan
DO-33,San Cristobal
DO-21,Sanchez Ramirez
DO-20,Samana
DO-19,Hermanas Mirabal
DO-18,Puerto Plata
DO-35,Peravia
DO-16,Pedernales
DO-34,Nacional
DO-32,Monte Plata
DO-15,Monte Cristi
DO-31,Monsenor Nouel
DO-14,Maria Trinidad Sanchez
DO-30,La Vega
DO-12,La Romana
DO-10,La Altagracia
DO-09,Independencia
DO-29,Hato Mayor
DO-08,Espaillat
DO-28,El Seibo
DO-11,Elias Pina
DO-06,Duarte
DO-04,Dajabon
DO-03,Barahona
DO-02,Baoruco
DO-01,Azua
DO-36,San Jose de Ocoa
DO-37,Santo Domingo
DZ-15,Tlemcen
DZ-14,Tizi Ouzou
DZ-56,Tissemsilt
DZ-55,Tipaza
DZ-54,Tindouf
DZ-13,Tiaret
DZ-33,Tebessa
DZ-53,Tamanrasset
DZ-52,Souk Ahras
DZ-31,Skikda
DZ-30,Sidi Bel Abbes
DZ-12,Setif
DZ-10,Saida
DZ-51,Relizane
DZ-29,Oum el Bouaghi
DZ-50,Ouargla
DZ-09,Oran
DZ-49,Naama
DZ-27,M'Sila
DZ-07,Mostaganem
DZ-48,Mila
DZ-06,Medea
DZ-26,Mascara
DZ-25,Laghouat
DZ-47,Khenchela
DZ-24,Jijel
DZ-46,Illizi
DZ-23,Guelma
DZ-45,Ghardaia
DZ-44,El Tarf
DZ-43,El Oued
DZ-42,El Bayadh
DZ-22,Djelfa
DZ-04,Constantine
DZ-41,Chlef
DZ-40,Boumerdes
DZ-21,Bouira
DZ-39,Bordj Bou Arreridj
DZ-20,Blida
DZ-19,Biskra
DZ-18,Bejaia
DZ-38,Bechar
DZ-03,Batna
DZ-37,Annaba
DZ-01,Algiers
DZ-36,Ain Temouchent
DZ-35,Ain Defla
DZ-34,Adrar
EC-20,Zamora-Chinchipe
EC-19,Tungurahua
EC-18,Pichincha
EC-17,Pastaza
EC-23,Napo
EC-15,Morona-Santiago
EC-14,Manabi
EC-13,Los Rios
EC-12,Loja
EC-11,Imbabura
EC-10,Guayas
EC-01,Galapagos
EC-09,Esmeraldas
EC-08,El Oro
EC-07,Cotopaxi
EC-06,Chimborazo
EC-05,Carchi
EC-04,Canar
EC-03,Bolivar
EC-02,Azuay
EC-22,Sucumbios
EC-24,Orellana
EC-26,Santo Domingo de los Tsachilas
EC-25,Santa Elena
EE-21,Vorumaa
EE-20,Viljandimaa
EE-19,Valgamaa
EE-18,Tartu
EE-14,Saare
EE-13,Raplamaa
EE-12,Polvamaa
EE-11,Paernumaa
EE-08,Laeaene-Virumaa
EE-07,Laeaene
EE-05,Jogevamaa
EE-04,Jaervamaa
EE-03,Ida-Virumaa
EE-02,Hiiumaa
EE-01,Harjumaa
EG-24,Sohag
EG-27,North Sinai
EG-23,Qena
EG-22,Matruh
EG-21,Kafr el-Sheikh
EG-26,South Sinai
EG-20,Damietta
EG-19,Port Said
EG-18,Beni Suweif
EG-17,Asyut
EG-16,Aswan
EG-15,Suez
EG-14,Sharqia
EG-13,New Valley
EG-12,Qalyubia
EG-11,Cairo
EG-10,Minya
EG-09,Monufia
EG-08,Giza
EG-07,Ismailia
EG-06,Alexandria
EG-05,Gharbia
EG-04,Faiyum
EG-03,Beheira
EG-02,Red Sea
EG-01,Dakahlia
EG-28,Luxor
ER-01,Anseba
ER-02,Debub
ER-03,Southern Red Sea
ER-04,Gash-Barka
ER-05,Maekel
ER-06,Northern Red Sea
ES-31,Murcia
ES-CE,Ceuta
ES-07,Balearic Islands
ES-51,Andalusia
ES-53,Canary Islands
ES-54,Castille-La Mancha
ES-57,Extremadura
ES-60,Valencia
ES-34,Asturias
ES-32,Navarre
ES-29,Madrid
ES-27,La Rioja
ES-39,Cantabria
ES-52,Aragon
ES-55,Castille and Leon
ES-56,Catalonia
ES-58,Galicia
ES-59,Basque Country
ES-ML,Melilla
ET-44,Addis Ababa
ET-45,Afar
ET-46,Amhara
ET-47,Binshangul Gumuz
ET-48,Dire Dawa
ET-49,Gambela
ET-50,Harari
ET-51,Oromiya
ET-52,Somali
ET-53,Tigray
ET-54,SNNPR
FI-19,Lapland
FI-18,Kainuu
FI-17,Northern Ostrobothnia
FI-16,Central Ostrobothnia
FI-15,Ostrobothnia
FI-14,Southern Ostrobothnia
FI-13,Central Finland
FI-12,North Karelia
FI-11,Northern Savo
FI-10,Southern Savonia
FI-09,South Karelia
FI-08,Kymenlaakso
FI-06,Pirkanmaa
FI-05,Tavastia Proper
FI-02,Southwest Finland
FI-01,Uusimaa
FI-07,Paijanne Tavastia
FI-04,Satakunta
FJ-05,Western
FJ-03,Northern
FJ-01,Central
FJ-02,Eastern
FJ-04,Rotuma
FM-04,Yap
FM-02,Pohnpei
FM-01,Kosrae
FM-03,Chuuk
FO-VG,Vagar
FO-SU,Suduroy
FO-ST,Streymoy
FO-SA,Sandoy
FO-NO,Nordoyar
FO-OS,Eysturoy
FR-93,Provence-Alpes-Cote d'Azur
FR-52,Pays de la Loire
FR-11,Ile-de-France
FR-94,Corsica
FR-24,Centre
FR-53,Brittany
FR-27,Bourgogne-Franche-Comte
FR-75,Nouvelle-Aquitaine
FR-28,Normandy
FR-44,Grand Est
FR-76,Occitanie
FR-32,Hauts-de-France
FR-84,Auvergne-Rhone-Alpes
GA-09,Woleu-Ntem
GA-08,Ogooue-Maritime
GA-07,Ogooue-Lolo
GA-06,Ogooue-Ivindo
GA-05,Nyanga
GA-04,Ngouni
GA-03,Moyen-Ogooue
GA-02,Haut-Ogooue
GA-01,Estuaire
GB-WLS,Wales
GB-SCT,Scotland
GB-NIR,Northern Ireland
GB-ENG,England
GD-06,Saint Patrick
GD-05,Saint Mark
GD-04,Saint John
GD-03,Saint George
GD-02,Saint David
GD-01,Saint Andrew
GD-10,Carriacou and Petite Martinique
GE-51,T'bilisi
GE-04,Ajaria
GE-68,Kvemo Kartli
GE-67,Kakheti
GE-65,Guria
GE-66,Imereti
GE-73,Shida Kartli
GE-69,Mtskheta-Mtianeti
GE-70,Racha-Lechkhumi and Kvemo Svaneti
GE-71,Samegrelo and Zemo Svaneti
GE-72,Samtskhe-Javakheti
GE-02,Abkhazia
GF-GF,Guyane
GG-6417213,St Pierre du Bois
GG-6417214,Torteval
GG-6417215,Saint Saviour
GG-6417223,Forest
GG-6417224,St Martin
GG-6417226,Saint Andrew
GG-6417228,St Peter Port
GG-6417229,Castel
GG-6417230,Vale
GG-6417233,St Sampson
GG-8989934,Alderney
GH-09,Western
GH-08,Volta
GH-11,Upper West
GH-10,Upper East
GH-06,Northern
GH-01,Greater Accra
GH-05,Eastern
GH-04,Central
GH-03,Brong-Ahafo
GH-02,Ashanti
GL-05,Qaasuitsup
GL-04,Kujalleq
GL-06,Qeqqata
GL-07,Sermersooq
GM-05,Western
GM-04,Upper River
GM-07,North Bank
GM-03,Central River
GM-02,Lower River
GM-01,Banjul
GN-04,Conakry
GN-B,Boke
GN-F,Faranah
GN-K,Kankan
GN-D,Kindia
GN-L,Labe
GN-M,Mamou
GN-N,Nzerekore
GP-GP,Guadeloupe
GQ-03,Annobon
GQ-04,Bioko Norte
GQ-05,Bioko Sur
GQ-06,Centro Sur
GQ-07,Kie-Ntem
GQ-08,Litoral
GQ-09,Wele-Nzas
GR-736572,Mount Athos
GR-ESYE31,Attica
GR-ESYE24,Central Greece
GR-ESYE12,Central Macedonia
GR-ESYE43,Crete
GR-ESYE11,East Macedonia and Thrace
GR-ESYE21,Epirus
GR-ESYE22,Ionian Islands
GR-ESYE41,North Aegean
GR-ESYE25,Peloponnese
GR-ESYE42,South Aegean
GR-ESYE14,Thessaly
GR-ESYE23,West Greece
GR-ESYE13,West Macedonia
GT-22,Zacapa
GT-21,Totonicapan
GT-20,Suchitepeque
GT-19,Solola
GT-18,Santa Rosa
GT-17,San Marcos
GT-16,Sacatepequez
GT-15,Retalhuleu
GT-14,Quiche
GT-13,Quetzaltenango
GT-12,Peten
GT-11,Jutiapa
GT-10,Jalapa
GT-09,Izabal
GT-08,Huehuetenango
GT-07,Guatemala
GT-06,Escuintla
GT-05,El Progreso
GT-04,Chiquimula
GT-03,Chimaltenango
GT-02,Baja Verapaz
GT-01,Alta Verapaz
GU-PI,Piti
GU-SR,Santa Rita
GU-SJ,Sinajana
GU-TF,Talofofo
GU-TM,Tamuning
GU-UM,Umatac
GU-YG,Yigo
GU-YN,Yona
GU-ME,Merizo
GU-MA,Mangilao
GU-AH,Agana Heights
GU-CP,Chalan Pago-Ordot
GU-AS,Asan
GU-AT,Agat
GU-DD,Dededo
GU-BA,Barrigada
GU-AN,Hagatna
GU-IN,Inarajan
GU-MT,Mongmong-Toto-Maite
GW-07,Tombali
GW-02,Quinara
GW-04,Oio
GW-10,Gabu
GW-06,Cacheu
GW-05,Bolama and Bijagos
GW-11,Bissau
GW-12,Biombo
GW-01,Bafata
GY-19,Upper Takutu-Upper Essequibo
GY-18,Upper Demerara-Berbice
GY-17,Potaro-Siparuni
GY-16,Pomeroon-Supenaam
GY-15,Mahaica-Berbice
GY-14,Essequibo Islands-West Demerara
GY-13,East Berbice-Corentyne
GY-12,Demerara-Mahaica
GY-11,Cuyuni-Mazaruni
GY-10,Barima-Waini
HK-NYL,Yuen Long
HK-NTW,Tsuen Wan
HK-NTP,Tai Po
HK-NSK,Sai Kung
HK-NIS,Islands
HK-HCW,Central and Western
HK-HWC,Wanchai
HK-HEA,Eastern
HK-HSO,Southern
HK-KYT,Yau Tsim Mong
HK-KSS,Sham Shui Po
HK-KKC,Kowloon City
HK-KWT,Wong Tai Sin
HK-KKT,Kwun Tong
HK-NKT,Kwai Tsing
HK-NTM,Tuen Mun
HK-NNO,North
HK-NST,Sha Tin
HN-18,Yoro
HN-17,Valle
HN-16,Santa Barbara
HN-15,Olancho
HN-14,Ocotepeque
HN-13,Lempira
HN-12,La Paz
HN-11,Bay Islands
HN-10,Intibuca
HN-09,Gracias a Dios
HN-08,Francisco Morazan
HN-07,El Paraiso
HN-06,Cortes
HN-05,Copan
HN-04,Comayagua
